job_link,company_link,company,job_title
https://www.104.com.tw/job/6easl?jobsource=jolist_a_relevance,https://www.104.com.tw/company/wdapdfc?jobsource=jolist_a_relevance,霖園關係企業_神坊資訊股份有限公司,數據分析師(Data Analyst)
https://www.104.com.tw/job/4tswy?jobsource=jolist_a_relevance,https://www.104.com.tw/company/1a2x6bjgac?jobsource=jolist_a_relevance,竹間智能科技有限公司,機器學習技術專家 (Machine Learning)
https://www.104.com.tw/job/6dwp1?jobsource=jolist_a_relevance,https://www.104.com.tw/company/1a2x6bkndc?jobsource=jolist_a_relevance,迪衡數位科技有限公司,交易系統軟體工程師 (Trading System Development Engineer)
https://www.104.com.tw/job/6foca?jobsource=jolist_a_relevance,https://www.104.com.tw/company/12noppgo?jobsource=jolist_a_relevance,聯發科技股份有限公司,【Research Lab】深度學習演算法研究員
https://www.104.com.tw/job/6l7qe?jobsource=jolist_a_relevance,https://www.104.com.tw/company/1a2x6bj1x1?jobsource=jolist_a_relevance,艾力特科技有限公司,RPA 流程自動化工程師/分析師
https://www.104.com.tw/job/6r1w6?jobsource=jolist_a_relevance,https://www.104.com.tw/company/1a2x6bjuqa?jobsource=jolist_a_relevance,合邦商網股份有限公司,數據分析師
https://www.104.com.tw/job/6r1zq?jobsource=jolist_a_relevance,https://www.104.com.tw/company/amlpjmg?jobsource=jolist_a_relevance,捷元股份有限公司,數據分析師（捷元子公司）
https://www.104.com.tw/job/6wipo?jobsource=jolist_a_relevance,https://www.104.com.tw/company/18n23328?jobsource=jolist_a_relevance,臺灣新光商業銀行股份有限公司,資訊部門-AI工程師
https://www.104.com.tw/job/6v7ok?jobsource=jolist_a_relevance,https://www.104.com.tw/company/1xzkino?jobsource=jolist_a_relevance,國泰世華商業銀行股份有限公司_人力資源部,"【數據生態營運】資料科學分析師-數據分析 (數數發中心,DDT)"
https://www.104.com.tw/job/3yrz9?jobsource=landmarkPOC_AA&landType=R,https://www.104.com.tw/company/ab1fryw?jobsource=jolist_a_relevance,昊青股份有限公司,資料科學工程師
https://www.104.com.tw/job/5kzi3?jobsource=landmarkPOC_AA&landType=R,https://www.104.com.tw/company/1a2x6bjz66?jobsource=jolist_a_relevance,烏龜移動科技股份有限公司,資料科學家
https://www.104.com.tw/job/6ecm5?jobsource=landmarkPOC_AA&landType=R,https://www.104.com.tw/company/wjct48g?jobsource=jolist_a_relevance,國泰金控_國泰金融控股股份有限公司,"資料科學分析師（Data Science R&D）- 資料科學實驗室(數數發中心, DDT)"
https://www.104.com.tw/job/6rzer?jobsource=landmarkPOC_AA&landType=R,https://www.104.com.tw/company/1a2x6bl1lb?jobsource=jolist_a_relevance,美商百威雷科技有限公司台灣分公司,資料科學家(Data Scientist)
https://www.104.com.tw/job/6k5ft?jobsource=landmarkPOC_AA&landType=R,https://www.104.com.tw/company/wjct48g?jobsource=jolist_a_relevance,國泰金控_國泰金融控股股份有限公司,"資料科學工程師（Python 後端研發）-- 資料科學實驗室  (數數發中心, DDT)"
https://www.104.com.tw/job/6zwip?jobsource=jolist_a_relevance,https://www.104.com.tw/company/1a2x6bl0ew?jobsource=jolist_a_relevance,聚典資訊股份有限公司,資料科學家-儲備幹部
https://www.104.com.tw/job/6w7ov?jobsource=landmarkPOC_AA&landType=R,https://www.104.com.tw/company/wjct48g?jobsource=jolist_a_relevance,國泰金控_國泰金融控股股份有限公司,"資料科學工程師（Python 軟體工程）-- 資料科學實驗室 (數數發中心, DDT)"
https://www.104.com.tw/job/6k5fs?jobsource=landmarkPOC_AA&landType=R,https://www.104.com.tw/company/wjct48g?jobsource=jolist_a_relevance,國泰金控_國泰金融控股股份有限公司,"資料科學工程師（微服務產品開發）- 資料科學實驗室  (數數發中心, DDT)"
https://www.104.com.tw/job/5l6qm?jobsource=landmarkPOC_AA&landType=R,https://www.104.com.tw/company/1a2x6bk0hw?jobsource=jolist_a_relevance,塞席爾商悠福科技股份有限公司,資料科學家 Data Scientist 專職/長期實習
https://www.104.com.tw/job/6hzwe?jobsource=jolist_a_relevance,https://www.104.com.tw/company/57ewf0y?jobsource=jolist_a_relevance,東元電機股份有限公司,AI人工智能資料科學家 (Data Scientist)
